SITE_ID,STREET,DATE_PARSED,BICYCLE_DETECTIONS
32493,Wellington Street,2019-08-05,588
32493,Wellington Street,2019-08-06,469
32493,Wellington Street,2019-08-07,484
32493,Wellington Street,2019-08-08,390
32493,Wellington Street,2019-08-09,236
32493,Wellington Street,2019-08-10,68
32493,Wellington Street,2019-08-11,52
32493,Wellington Street,2019-08-12,433
32493,Wellington Street,2019-08-13,448
32493,Wellington Street,2019-08-14,432
32493,Wellington Street,2019-08-15,446
32493,Wellington Street,2019-08-16,280
32493,Wellington Street,2019-08-17,196
32493,Wellington Street,2019-08-18,111
32493,Wellington Street,2019-08-19,463
32493,Wellington Street,2019-08-20,531
32493,Wellington Street,2019-08-21,454
32493,Wellington Street,2019-08-22,473
32493,Wellington Street,2019-08-23,428
32493,Wellington Street,2019-08-24,136
32493,Wellington Street,2019-08-25,149
32493,Wellington Street,2019-08-26,556
32493,Wellington Street,2019-08-27,562
32493,Wellington Street,2019-08-28,438
32493,Wellington Street,2019-08-29,490
32493,Wellington Street,2019-08-30,455
32493,Wellington Street,2019-08-31,215
32493,Wellington Street,2019-09-01,116
32493,Wellington Street,2019-09-02,540
32493,Wellington Street,2019-09-03,618
32493,Wellington Street,2019-09-04,566
32493,Wellington Street,2019-09-05,487
32493,Wellington Street,2019-09-06,351
32493,Wellington Street,2019-09-07,132
32493,Wellington Street,2019-09-08,108
32493,Wellington Street,2019-09-09,340
32493,Wellington Street,2019-09-10,554
32493,Wellington Street,2019-09-11,589
32493,Wellington Street,2019-09-12,473
32493,Wellington Street,2019-09-13,497
32493,Wellington Street,2019-09-14,240
32493,Wellington Street,2019-09-15,84
32493,Wellington Street,2019-09-16,492
32493,Wellington Street,2019-09-17,632
32493,Wellington Street,2019-09-18,612
32493,Wellington Street,2019-09-19,614
32493,Wellington Street,2019-09-20,532
32493,Wellington Street,2019-09-21,146
32493,Wellington Street,2019-09-22,151
32493,Wellington Street,2019-09-23,467
32493,Wellington Street,2019-09-24,567
32493,Wellington Street,2019-09-25,554
32493,Wellington Street,2019-09-26,539
32493,Wellington Street,2019-09-27,140
32493,Wellington Street,2019-09-28,179
32493,Wellington Street,2019-09-29,120
32493,Wellington Street,2019-09-30,476
32493,Wellington Street,2019-10-01,598
32493,Wellington Street,2019-10-02,626
32493,Wellington Street,2019-10-03,606
32493,Wellington Street,2019-10-04,406
32493,Wellington Street,2019-10-05,206
32493,Wellington Street,2019-10-06,173
32493,Wellington Street,2019-10-07,617
32493,Wellington Street,2019-10-08,503
32493,Wellington Street,2019-10-09,492
32493,Wellington Street,2019-10-10,561
32493,Wellington Street,2019-10-11,537
32493,Wellington Street,2019-10-12,240
32493,Wellington Street,2019-10-13,48
32493,Wellington Street,2019-10-14,633
32493,Wellington Street,2019-10-15,680
32493,Wellington Street,2019-10-16,512
32493,Wellington Street,2019-10-17,443
32493,Wellington Street,2019-10-18,540
32493,Wellington Street,2019-10-19,174
32493,Wellington Street,2019-10-20,170
32493,Wellington Street,2019-10-21,664
32493,Wellington Street,2019-10-22,691
32493,Wellington Street,2019-10-23,742
32493,Wellington Street,2019-10-24,704
32493,Wellington Street,2019-10-25,460
32493,Wellington Street,2019-10-26,117
32493,Wellington Street,2019-10-27,152
32493,Wellington Street,2019-10-28,680
32493,Wellington Street,2019-10-29,723
32493,Wellington Street,2019-10-30,713
32493,Wellington Street,2019-10-31,635
32493,Wellington Street,2019-11-01,503
32493,Wellington Street,2019-11-02,56
32493,Wellington Street,2019-11-03,100
32493,Wellington Street,2019-11-04,285
32493,Wellington Street,2019-11-05,191
32493,Wellington Street,2019-11-06,625
32493,Wellington Street,2019-11-07,464
32493,Wellington Street,2019-11-08,319
32493,Wellington Street,2019-11-09,106
32493,Wellington Street,2019-11-10,159
32493,Wellington Street,2019-11-11,714
32493,Wellington Street,2019-11-12,557
32493,Wellington Street,2019-11-13,601
32493,Wellington Street,2019-11-14,614
32493,Wellington Street,2019-11-15,412
32493,Wellington Street,2019-11-16,233
32493,Wellington Street,2019-11-17,190
32493,Wellington Street,2019-11-18,690
32493,Wellington Street,2019-11-19,701
32493,Wellington Street,2019-11-20,730
32493,Wellington Street,2019-11-21,569
32493,Wellington Street,2019-11-22,571
32493,Wellington Street,2019-11-23,248
32493,Wellington Street,2019-11-24,234
32493,Wellington Street,2019-11-25,524
32493,Wellington Street,2019-11-26,470
32493,Wellington Street,2019-11-27,725
32493,Wellington Street,2019-11-28,713
32493,Wellington Street,2019-11-29,548
32493,Wellington Street,2019-11-30,187
32493,Wellington Street,2019-12-01,157
32493,Wellington Street,2019-12-02,570
32493,Wellington Street,2019-12-03,630
32493,Wellington Street,2019-12-04,701
32493,Wellington Street,2019-12-05,653
32493,Wellington Street,2019-12-06,513
32493,Wellington Street,2019-12-07,222
32493,Wellington Street,2019-12-08,188
32493,Wellington Street,2019-12-09,637
32493,Wellington Street,2019-12-10,663
32493,Wellington Street,2019-12-11,699
32493,Wellington Street,2019-12-12,641
32493,Wellington Street,2019-12-13,512
32493,Wellington Street,2019-12-14,176
32493,Wellington Street,2019-12-15,210
32493,Wellington Street,2019-12-16,546
32493,Wellington Street,2019-12-17,710
32493,Wellington Street,2019-12-18,538
32493,Wellington Street,2019-12-19,618
32493,Wellington Street,2019-12-20,322
32493,Wellington Street,2019-12-21,161
32493,Wellington Street,2019-12-22,158
32493,Wellington Street,2019-12-23,311
32493,Wellington Street,2019-12-24,246
32493,Wellington Street,2019-12-25,65
32493,Wellington Street,2019-12-26,158
32493,Wellington Street,2019-12-27,200
32493,Wellington Street,2019-12-28,165
32493,Wellington Street,2019-12-29,141
32493,Wellington Street,2019-12-30,107
32493,Wellington Street,2019-12-31,198
32493,Wellington Street,2020-01-01,108
32493,Wellington Street,2020-01-02,311
32493,Wellington Street,2020-01-03,260
32493,Wellington Street,2020-01-04,184
32493,Wellington Street,2020-01-05,93
32493,Wellington Street,2020-01-06,342
32493,Wellington Street,2020-01-07,479
32493,Wellington Street,2020-01-08,584
32493,Wellington Street,2020-01-09,578
32493,Wellington Street,2020-01-10,317
32493,Wellington Street,2020-01-11,199
32493,Wellington Street,2020-01-12,173
32493,Wellington Street,2020-01-13,643
32493,Wellington Street,2020-01-14,520
32493,Wellington Street,2020-01-15,359
32493,Wellington Street,2020-01-16,478
32493,Wellington Street,2020-01-17,522
32493,Wellington Street,2020-01-18,164
32493,Wellington Street,2020-01-19,168
32493,Wellington Street,2020-01-20,315
32493,Wellington Street,2020-01-21,550
32493,Wellington Street,2020-01-22,530
32493,Wellington Street,2020-01-23,332
32493,Wellington Street,2020-01-24,493
32493,Wellington Street,2020-01-25,234
32493,Wellington Street,2020-01-26,211
32493,Wellington Street,2020-01-27,211
32493,Wellington Street,2020-01-28,744
32493,Wellington Street,2020-01-29,798
32493,Wellington Street,2020-01-30,590
32493,Wellington Street,2020-01-31,480
32493,Wellington Street,2020-02-01,84
32493,Wellington Street,2020-02-02,200
32493,Wellington Street,2020-02-03,651
32493,Wellington Street,2020-02-04,773
32493,Wellington Street,2020-02-05,755
32493,Wellington Street,2020-02-06,762
32493,Wellington Street,2020-02-07,558
32493,Wellington Street,2020-02-08,243
32493,Wellington Street,2020-02-09,229
32493,Wellington Street,2020-02-10,635
32493,Wellington Street,2020-02-11,742
32493,Wellington Street,2020-02-12,721
32493,Wellington Street,2020-02-13,724
32493,Wellington Street,2020-02-14,513
32493,Wellington Street,2020-02-15,95
32493,Wellington Street,2020-02-16,208
32493,Wellington Street,2020-02-17,769
32493,Wellington Street,2020-02-18,520
32493,Wellington Street,2020-02-19,470
32493,Wellington Street,2020-02-20,627
32493,Wellington Street,2020-02-21,485
32493,Wellington Street,2020-02-22,237
32493,Wellington Street,2020-02-23,202
32493,Wellington Street,2020-02-24,717
32493,Wellington Street,2020-02-25,677
32493,Wellington Street,2020-02-26,680
32493,Wellington Street,2020-02-27,754
32493,Wellington Street,2020-02-28,559
32493,Wellington Street,2020-02-29,236
32493,Wellington Street,2020-03-01,188
32493,Wellington Street,2020-03-02,616
32493,Wellington Street,2020-03-03,706
32493,Wellington Street,2020-03-04,641
32493,Wellington Street,2020-03-05,340
32493,Wellington Street,2020-03-06,527
32493,Wellington Street,2020-03-07,170
32493,Wellington Street,2020-03-08,188
32493,Wellington Street,2020-03-09,204
32493,Wellington Street,2020-03-10,750
32493,Wellington Street,2020-03-11,792
32493,Wellington Street,2020-03-12,771
32493,Wellington Street,2020-03-13,512
32493,Wellington Street,2020-03-14,207
32493,Wellington Street,2020-03-15,159
32493,Wellington Street,2020-03-16,373
32493,Wellington Street,2020-03-17,678
32493,Wellington Street,2020-03-18,579
32493,Wellington Street,2020-03-19,563
32493,Wellington Street,2020-03-20,463
32493,Wellington Street,2020-03-21,199
32493,Wellington Street,2020-03-22,149
32493,Wellington Street,2020-03-23,382
32493,Wellington Street,2020-03-24,330
32493,Wellington Street,2020-03-25,279
32493,Wellington Street,2020-03-26,236
32493,Wellington Street,2020-03-27,253
32493,Wellington Street,2020-03-28,172
32493,Wellington Street,2020-03-29,125
32493,Wellington Street,2020-03-30,217
32493,Wellington Street,2020-03-31,221
32493,Wellington Street,2020-04-01,211
32493,Wellington Street,2020-04-02,128
32493,Wellington Street,2020-04-03,203
32493,Wellington Street,2020-04-04,72
32493,Wellington Street,2020-04-05,61
32493,Wellington Street,2020-04-06,205
32493,Wellington Street,2020-04-07,214
32493,Wellington Street,2020-04-08,234
32493,Wellington Street,2020-04-09,246
32493,Wellington Street,2020-04-10,207
32493,Wellington Street,2020-04-11,84
32493,Wellington Street,2020-04-12,150
32493,Wellington Street,2020-04-13,247
32493,Wellington Street,2020-04-14,242
32493,Wellington Street,2020-04-15,256
32493,Wellington Street,2020-04-16,197
32493,Wellington Street,2020-04-17,226
32493,Wellington Street,2020-04-18,219
32493,Wellington Street,2020-04-19,258
32493,Wellington Street,2020-04-20,138
32493,Wellington Street,2020-04-21,250
32493,Wellington Street,2020-04-22,23
32493,Wellington Street,2020-04-23,202
32493,Wellington Street,2020-04-24,287
32493,Wellington Street,2020-04-25,276
32493,Wellington Street,2020-04-26,149
32493,Wellington Street,2020-04-27,255
32493,Wellington Street,2020-04-28,254
32493,Wellington Street,2020-04-29,91
32493,Wellington Street,2020-04-30,135
32493,Wellington Street,2020-05-01,100
32493,Wellington Street,2020-05-02,106
32493,Wellington Street,2020-05-03,230
32493,Wellington Street,2020-05-04,184
32493,Wellington Street,2020-05-05,255
32493,Wellington Street,2020-05-06,236
32493,Wellington Street,2020-05-07,215
32493,Wellington Street,2020-05-08,254
32493,Wellington Street,2020-05-09,89
32493,Wellington Street,2020-05-10,223
32493,Wellington Street,2020-05-11,224
32493,Wellington Street,2020-05-12,244
32493,Wellington Street,2020-05-13,190
32493,Wellington Street,2020-05-14,268
32493,Wellington Street,2020-05-15,253
32493,Wellington Street,2020-05-16,302
32493,Wellington Street,2020-05-17,236
32493,Wellington Street,2020-05-18,179
32493,Wellington Street,2020-05-19,230
32493,Wellington Street,2020-05-20,168
32493,Wellington Street,2020-05-21,127
32493,Wellington Street,2020-05-22,234
32493,Wellington Street,2020-05-23,138
32493,Wellington Street,2020-05-24,177
32493,Wellington Street,2020-05-25,252
32493,Wellington Street,2020-05-26,311
32493,Wellington Street,2020-05-27,276
32493,Wellington Street,2020-05-28,267
32493,Wellington Street,2020-05-29,286
32493,Wellington Street,2020-05-30,264
32493,Wellington Street,2020-05-31,197
32493,Wellington Street,2020-06-01,101
32493,Wellington Street,2020-06-02,223
32493,Wellington Street,2020-06-03,244
32493,Wellington Street,2020-06-04,282
32493,Wellington Street,2020-06-05,278
32493,Wellington Street,2020-06-06,494
32493,Wellington Street,2020-06-07,133
32493,Wellington Street,2020-06-08,153
32493,Wellington Street,2020-06-09,252
32493,Wellington Street,2020-06-10,261
32493,Wellington Street,2020-06-11,256
32493,Wellington Street,2020-06-12,279
32493,Wellington Street,2020-06-13,185
32493,Wellington Street,2020-06-14,168
32493,Wellington Street,2020-06-15,270
32493,Wellington Street,2020-06-16,225
32493,Wellington Street,2020-06-17,317
32493,Wellington Street,2020-06-18,303
32493,Wellington Street,2020-06-19,265
32493,Wellington Street,2020-06-20,201
32493,Wellington Street,2020-06-21,123
32493,Wellington Street,2020-06-22,159
32493,Wellington Street,2020-06-23,209
32493,Wellington Street,2020-06-24,173
32493,Wellington Street,2020-06-25,267
32493,Wellington Street,2020-06-26,255
32493,Wellington Street,2020-06-27,232
32493,Wellington Street,2020-06-28,224
32493,Wellington Street,2020-06-29,219
32493,Wellington Street,2020-06-30,228
32493,Wellington Street,2020-07-01,240
32493,Wellington Street,2020-07-02,170
32493,Wellington Street,2020-07-03,171
32493,Wellington Street,2020-07-04,129
32493,Wellington Street,2020-07-05,100
32493,Wellington Street,2020-07-06,187
32493,Wellington Street,2020-07-07,228
32493,Wellington Street,2020-07-08,260
32493,Wellington Street,2020-07-09,252
32493,Wellington Street,2020-07-10,261
32493,Wellington Street,2020-07-11,84
32493,Wellington Street,2020-07-12,154
32493,Wellington Street,2020-07-13,187
32493,Wellington Street,2020-07-14,223
32493,Wellington Street,2020-07-15,242
32493,Wellington Street,2020-07-16,217
32493,Wellington Street,2020-07-17,181
32493,Wellington Street,2020-07-18,174
32493,Wellington Street,2020-07-19,127
32493,Wellington Street,2020-07-20,165
32493,Wellington Street,2020-07-21,213
32493,Wellington Street,2020-07-22,180
32493,Wellington Street,2020-07-23,216
32493,Wellington Street,2020-07-24,233
32493,Wellington Street,2020-07-25,153
32493,Wellington Street,2020-07-26,169
32493,Wellington Street,2020-07-27,195
32493,Wellington Street,2020-07-28,260
32493,Wellington Street,2020-07-29,279
32493,Wellington Street,2020-07-30,430
32493,Wellington Street,2020-07-31,475
32493,Wellington Street,2020-08-01,409
32493,Wellington Street,2020-08-02,416
32493,Wellington Street,2020-08-03,333
32493,Wellington Street,2020-08-04,220
32493,Wellington Street,2020-08-05,258
32493,Wellington Street,2020-08-06,244
32493,Wellington Street,2020-08-07,204
32493,Wellington Street,2020-08-08,190
32493,Wellington Street,2020-08-09,224
32493,Wellington Street,2020-08-10,265
32493,Wellington Street,2020-08-11,237
32493,Wellington Street,2020-08-12,230
32493,Wellington Street,2020-08-13,288
32493,Wellington Street,2020-08-14,240
32493,Wellington Street,2020-08-15,59
32493,Wellington Street,2020-08-16,114
32493,Wellington Street,2020-08-17,270
32493,Wellington Street,2020-08-18,182
32493,Wellington Street,2020-08-19,126
32493,Wellington Street,2020-08-20,173
32493,Wellington Street,2020-08-21,224
32493,Wellington Street,2020-08-22,79
32493,Wellington Street,2020-08-23,129
32493,Wellington Street,2020-08-24,214
32493,Wellington Street,2020-08-25,230
32493,Wellington Street,2020-08-26,251
32493,Wellington Street,2020-08-27,214
32493,Wellington Street,2020-08-28,353
32493,Wellington Street,2020-08-29,315
32493,Wellington Street,2020-08-30,192
32493,Wellington Street,2020-08-31,256
32493,Wellington Street,2020-09-01,262
32493,Wellington Street,2020-09-02,242
32493,Wellington Street,2020-09-03,256
32493,Wellington Street,2020-09-04,320
32493,Wellington Street,2020-09-05,349
32493,Wellington Street,2020-09-06,388
32493,Wellington Street,2020-09-07,293
32493,Wellington Street,2020-09-08,180
32493,Wellington Street,2020-09-09,304
32493,Wellington Street,2020-09-10,310
32493,Wellington Street,2020-09-11,295
32493,Wellington Street,2020-09-12,113
32493,Wellington Street,2020-09-13,387
32493,Wellington Street,2020-09-14,286
32493,Wellington Street,2020-09-15,330
32493,Wellington Street,2020-09-16,316
32493,Wellington Street,2020-09-17,237
32493,Wellington Street,2020-09-18,279
32493,Wellington Street,2020-09-19,390
32493,Wellington Street,2020-09-20,379
32493,Wellington Street,2020-09-21,267
32493,Wellington Street,2020-09-22,267
32493,Wellington Street,2020-09-23,248
32493,Wellington Street,2020-09-24,293
32493,Wellington Street,2020-09-25,152
32493,Wellington Street,2020-09-26,193
32493,Wellington Street,2020-09-27,320
32493,Wellington Street,2020-09-28,348
32493,Wellington Street,2020-09-29,314
32493,Wellington Street,2020-09-30,225
32493,Wellington Street,2020-10-01,357
32493,Wellington Street,2020-10-02,409
32493,Wellington Street,2020-10-03,410
32493,Wellington Street,2020-10-04,333
32493,Wellington Street,2020-10-05,145
32493,Wellington Street,2020-10-06,213
32493,Wellington Street,2020-10-07,202
32493,Wellington Street,2020-10-08,169
32493,Wellington Street,2020-10-09,296
32493,Wellington Street,2020-10-10,331
32493,Wellington Street,2020-10-11,419
32493,Wellington Street,2020-10-12,417
32493,Wellington Street,2020-10-13,278
32493,Wellington Street,2020-10-14,389
32493,Wellington Street,2020-10-15,227
32493,Wellington Street,2020-10-16,337
32493,Wellington Street,2020-10-17,59
32493,Wellington Street,2020-10-18,326
32493,Wellington Street,2020-10-19,348
32493,Wellington Street,2020-10-20,392
32493,Wellington Street,2020-10-21,406
32493,Wellington Street,2020-10-22,481
32493,Wellington Street,2020-10-23,425
32493,Wellington Street,2020-10-24,144
32493,Wellington Street,2020-10-25,399
32493,Wellington Street,2020-10-26,321
32493,Wellington Street,2020-10-27,341
32493,Wellington Street,2020-10-28,436
32493,Wellington Street,2020-10-29,433
32493,Wellington Street,2020-10-30,439
32493,Wellington Street,2020-10-31,428
32493,Wellington Street,2020-11-01,467
32493,Wellington Street,2020-11-02,605
32493,Wellington Street,2020-11-03,552
32493,Wellington Street,2020-11-04,358
32493,Wellington Street,2020-11-05,330
32493,Wellington Street,2020-11-06,419
32493,Wellington Street,2020-11-07,362
32493,Wellington Street,2020-11-08,590
32493,Wellington Street,2020-11-09,455
32493,Wellington Street,2020-11-10,499
32493,Wellington Street,2020-11-11,340
32493,Wellington Street,2020-11-12,500
32493,Wellington Street,2020-11-13,427
32493,Wellington Street,2020-11-14,371
32493,Wellington Street,2020-11-15,339
32493,Wellington Street,2020-11-16,465
32493,Wellington Street,2020-11-17,473
32493,Wellington Street,2020-11-18,459
32493,Wellington Street,2020-11-19,493
32493,Wellington Street,2020-11-20,451
32493,Wellington Street,2020-11-21,437
32493,Wellington Street,2020-11-22,240
32493,Wellington Street,2020-11-23,225
32493,Wellington Street,2020-11-24,511
32493,Wellington Street,2020-11-25,491
32493,Wellington Street,2020-11-26,523
32493,Wellington Street,2020-11-27,516
32493,Wellington Street,2020-11-28,386
32493,Wellington Street,2020-11-29,209
32493,Wellington Street,2020-11-30,570
32493,Wellington Street,2020-12-01,401
32493,Wellington Street,2020-12-02,489
32493,Wellington Street,2020-12-03,517
32493,Wellington Street,2020-12-04,555
32493,Wellington Street,2020-12-05,305
32493,Wellington Street,2020-12-06,303
32493,Wellington Street,2020-12-07,370
32493,Wellington Street,2020-12-08,486
32493,Wellington Street,2020-12-09,588
32493,Wellington Street,2020-12-10,554
32493,Wellington Street,2020-12-11,538
32493,Wellington Street,2020-12-12,387
32493,Wellington Street,2020-12-13,387
32493,Wellington Street,2020-12-14,363
32493,Wellington Street,2020-12-15,524
32493,Wellington Street,2020-12-16,554
32493,Wellington Street,2020-12-17,480
32493,Wellington Street,2020-12-18,392
32493,Wellington Street,2020-12-19,339
32493,Wellington Street,2020-12-20,403
32493,Wellington Street,2020-12-21,374
32493,Wellington Street,2020-12-22,214
32493,Wellington Street,2020-12-23,393
32493,Wellington Street,2020-12-24,321
32493,Wellington Street,2020-12-25,117
32493,Wellington Street,2020-12-26,288
32493,Wellington Street,2020-12-27,218
32493,Wellington Street,2020-12-28,273
32493,Wellington Street,2020-12-29,392
32493,Wellington Street,2020-12-30,412
32493,Wellington Street,2020-12-31,265
32493,Wellington Street,2021-01-01,198
32493,Wellington Street,2021-01-02,258
32493,Wellington Street,2021-01-03,189
32493,Wellington Street,2021-01-04,217
32493,Wellington Street,2021-01-05,252
32493,Wellington Street,2021-01-06,457
32493,Wellington Street,2021-01-07,582
32493,Wellington Street,2021-01-08,552
32493,Wellington Street,2021-01-09,382
32493,Wellington Street,2021-01-10,355
32493,Wellington Street,2021-01-11,390
32493,Wellington Street,2021-01-12,637
32493,Wellington Street,2021-01-13,601
32493,Wellington Street,2021-01-14,623
32493,Wellington Street,2021-01-15,390
32493,Wellington Street,2021-01-16,328
32493,Wellington Street,2021-01-17,425
32493,Wellington Street,2021-01-18,639
32493,Wellington Street,2021-01-19,665
32493,Wellington Street,2021-01-20,786
32493,Wellington Street,2021-01-21,741
32493,Wellington Street,2021-01-22,631
32493,Wellington Street,2021-01-23,443
32493,Wellington Street,2021-01-24,290
32493,Wellington Street,2021-01-25,306
32493,Wellington Street,2021-01-26,214
32493,Wellington Street,2021-01-27,824
32493,Wellington Street,2021-01-28,715
32493,Wellington Street,2021-01-29,238
32493,Wellington Street,2021-01-30,308
32493,Wellington Street,2021-01-31,515
32493,Wellington Street,2021-02-01,728
32493,Wellington Street,2021-02-02,709
32493,Wellington Street,2021-02-03,860
32493,Wellington Street,2021-02-04,770
32493,Wellington Street,2021-02-05,357
32493,Wellington Street,2021-02-06,443
32493,Wellington Street,2021-02-07,347
32493,Wellington Street,2021-02-08,787
32493,Wellington Street,2021-02-09,821
32493,Wellington Street,2021-02-10,803
32493,Wellington Street,2021-02-11,784
32493,Wellington Street,2021-02-12,649
32493,Wellington Street,2021-02-13,264
32493,Wellington Street,2021-02-14,306
32493,Wellington Street,2021-02-15,142
32493,Wellington Street,2021-02-16,147
32493,Wellington Street,2021-02-17,163
32493,Wellington Street,2021-02-18,240
32493,Wellington Street,2021-02-19,268
32493,Wellington Street,2021-02-20,194
32493,Wellington Street,2021-02-21,211
32493,Wellington Street,2021-02-22,775
32493,Wellington Street,2021-02-23,817
32493,Wellington Street,2021-02-24,801
32493,Wellington Street,2021-02-25,774
32493,Wellington Street,2021-02-26,690
32493,Wellington Street,2021-02-27,452
32493,Wellington Street,2021-02-28,567
32493,Wellington Street,2021-03-01,781
32493,Wellington Street,2021-03-02,715
32493,Wellington Street,2021-03-03,841
32493,Wellington Street,2021-03-04,695
32493,Wellington Street,2021-03-05,686
32493,Wellington Street,2021-03-06,482
32493,Wellington Street,2021-03-07,436
32493,Wellington Street,2021-03-08,272
32493,Wellington Street,2021-03-09,786
32493,Wellington Street,2021-03-10,930
32493,Wellington Street,2021-03-11,917
32493,Wellington Street,2021-03-12,852
32493,Wellington Street,2021-03-13,304
32493,Wellington Street,2021-03-14,437
32493,Wellington Street,2021-03-15,844
32493,Wellington Street,2021-03-16,868
32493,Wellington Street,2021-03-17,893
32493,Wellington Street,2021-03-18,990
32493,Wellington Street,2021-03-19,805
32493,Wellington Street,2021-03-20,486
32493,Wellington Street,2021-03-21,114
32493,Wellington Street,2021-03-22,624
32493,Wellington Street,2021-03-23,629
32493,Wellington Street,2021-03-24,595
32493,Wellington Street,2021-03-25,645
32493,Wellington Street,2021-03-26,681
32493,Wellington Street,2021-03-27,202
32493,Wellington Street,2021-03-28,475
32493,Wellington Street,2021-03-29,487
32493,Wellington Street,2021-03-30,662
32493,Wellington Street,2021-03-31,645
32493,Wellington Street,2021-04-01,580
32493,Wellington Street,2021-04-02,326
32493,Wellington Street,2021-04-03,292
32493,Wellington Street,2021-04-04,257
32493,Wellington Street,2021-04-05,383
32493,Wellington Street,2021-04-06,791
32493,Wellington Street,2021-04-07,682
32493,Wellington Street,2021-04-08,788
32493,Wellington Street,2021-04-09,632
32493,Wellington Street,2021-04-10,225
32493,Wellington Street,2021-04-11,161
32493,Wellington Street,2021-04-12,401
32493,Wellington Street,2021-04-13,670
32493,Wellington Street,2021-04-14,557
32493,Wellington Street,2021-04-15,636
32493,Wellington Street,2021-04-16,584
32493,Wellington Street,2021-04-17,466
32493,Wellington Street,2021-04-18,463
32493,Wellington Street,2021-04-19,724
32493,Wellington Street,2021-04-20,631
32493,Wellington Street,2021-04-21,714
32493,Wellington Street,2021-04-22,877
32493,Wellington Street,2021-04-23,672
32493,Wellington Street,2021-04-24,385
32493,Wellington Street,2021-04-25,415
32493,Wellington Street,2021-04-26,870
32493,Wellington Street,2021-04-27,948
32493,Wellington Street,2021-04-28,1031
32493,Wellington Street,2021-04-29,802
32493,Wellington Street,2021-04-30,827
32493,Wellington Street,2021-05-01,435
32493,Wellington Street,2021-05-02,463
32493,Wellington Street,2021-05-03,520
32493,Wellington Street,2021-05-04,679
32493,Wellington Street,2021-05-05,692
32493,Wellington Street,2021-05-06,984
32493,Wellington Street,2021-05-07,859
32493,Wellington Street,2021-05-08,359
32493,Wellington Street,2021-05-09,333
32493,Wellington Street,2021-05-10,701
32493,Wellington Street,2021-05-11,509
32493,Wellington Street,2021-05-12,785
32493,Wellington Street,2021-05-13,478
32493,Wellington Street,2021-05-14,463
32493,Wellington Street,2021-05-15,186
32493,Wellington Street,2021-05-16,391
32493,Wellington Street,2021-05-17,101
32493,Wellington Street,2021-05-18,872
32493,Wellington Street,2021-05-19,1041
32493,Wellington Street,2021-05-20,695
32493,Wellington Street,2021-05-21,586
32493,Wellington Street,2021-05-22,420
32493,Wellington Street,2021-05-23,480
32493,Wellington Street,2021-05-24,1192
32493,Wellington Street,2021-05-25,1121
32493,Wellington Street,2021-05-26,910
32493,Wellington Street,2021-05-27,658
32493,Wellington Street,2021-05-28,406
32493,Wellington Street,2021-05-29,347
32493,Wellington Street,2021-05-30,492
32493,Wellington Street,2021-05-31,239
32493,Wellington Street,2021-06-01,247
32493,Wellington Street,2021-06-02,277
32493,Wellington Street,2021-06-03,268
32493,Wellington Street,2021-06-04,207
32493,Wellington Street,2021-06-05,224
32493,Wellington Street,2021-06-06,331
32493,Wellington Street,2021-06-07,266
32493,Wellington Street,2021-06-08,101
32493,Wellington Street,2021-06-09,108
32493,Wellington Street,2021-06-10,134
32493,Wellington Street,2021-06-11,412
32493,Wellington Street,2021-06-12,363
32493,Wellington Street,2021-06-13,474
32493,Wellington Street,2021-06-14,448
32493,Wellington Street,2021-06-15,450
32493,Wellington Street,2021-06-16,278
32493,Wellington Street,2021-06-17,441
32493,Wellington Street,2021-06-18,310
32493,Wellington Street,2021-06-19,324
32493,Wellington Street,2021-06-20,404
32493,Wellington Street,2021-06-21,813
32493,Wellington Street,2021-06-22,964
32493,Wellington Street,2021-06-23,753
32493,Wellington Street,2021-06-24,754
32493,Wellington Street,2021-06-25,428
32493,Wellington Street,2021-06-26,431
32493,Wellington Street,2021-06-27,543
32493,Wellington Street,2021-06-28,546
32493,Wellington Street,2021-06-29,633
32493,Wellington Street,2021-06-30,622
32493,Wellington Street,2021-07-01,618
32493,Wellington Street,2021-07-02,386
32493,Wellington Street,2021-07-03,205
32493,Wellington Street,2021-07-04,220
32493,Wellington Street,2021-07-05,451
32493,Wellington Street,2021-07-06,591
32493,Wellington Street,2021-07-07,588
32493,Wellington Street,2021-07-08,543
32493,Wellington Street,2021-07-09,532
32493,Wellington Street,2021-07-10,367
32493,Wellington Street,2021-07-11,351
32493,Wellington Street,2021-07-12,713
32493,Wellington Street,2021-07-13,702
32493,Wellington Street,2021-07-14,440
32493,Wellington Street,2021-07-15,641
32493,Wellington Street,2021-07-16,172
32493,Wellington Street,2021-07-17,110
32493,Wellington Street,2021-07-18,272
32493,Wellington Street,2021-07-19,214
32493,Wellington Street,2021-07-20,136
32493,Wellington Street,2021-07-21,195
32493,Wellington Street,2021-07-22,255
32493,Wellington Street,2021-07-23,233
32493,Wellington Street,2021-07-24,218
32493,Wellington Street,2021-07-25,215
32493,Wellington Street,2021-07-26,257
32493,Wellington Street,2021-07-27,291
32493,Wellington Street,2021-07-28,307
32493,Wellington Street,2021-07-29,521
32493,Wellington Street,2021-07-30,440
32493,Wellington Street,2021-07-31,261
32493,Wellington Street,2021-08-01,394
32493,Wellington Street,2021-08-02,478
32493,Wellington Street,2021-08-03,402
32493,Wellington Street,2021-08-04,378
32493,Wellington Street,2021-08-05,485
32493,Wellington Street,2021-08-06,198
32493,Wellington Street,2021-08-07,56
