"","QUARTER","SiteID","STREET_SEGMENT_ID","Baseline","InterventionType","InterventionSummary","is_under_construction","other_major_construction","StreetInScopeOnStreetParking","StreetInScopeParkingFormat","StreetInScopeOnStreetParkingCap","BufferOnStreetParking","BufferOnStreetParkingCapacity","BufferOnStreetParkingFormat"
"6371","1415Q2","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6372","1415Q3","6",5883,1,"ProtectedBikeLane","Painted bike lane",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6373","1415Q4","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6374","1516Q1","6",5883,0,"ProtectedBikeLane","Pre-protected bike lane (no change)",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6375","1516Q2","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6376","1516Q3","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6377","1516Q4","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6378","1617Q1","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6379","1617Q2","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6380","1617Q3","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6381","1617Q4","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6382","1718Q1","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6383","1718Q2","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6384","1718Q3","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6385","1718Q4","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6386","1819Q1","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6387","1819Q2","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6388","1819Q3","6",5883,NA,"","",0,0,1,"Parallel",106,1,"Medium","Mixed"
"6389","1819Q4","6",5883,NA,"","",1,1,1,"Parallel",106,1,"Medium","Mixed"
"6390","1920Q1","6",5883,0,"ProtectedBikeLane","Protected Bike Lane",1,1,1,"Parallel",48,1,"Medium","Mixed"
"6391","1920Q2","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6392","1920Q3","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6393","1920Q4","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6394","2021Q1","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6395","2021Q2","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6396","2021Q3","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6397","2021Q4","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6398","2122Q1","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6399","2122Q2","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6400","2122Q3","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6401","2122Q4","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6402","2223Q1","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6403","2223Q2","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6404","2223Q3","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6405","2223Q4","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6406","2324Q1","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6407","2324Q2","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6408","2324Q3","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6409","2324Q4","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6410","2425Q1","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6411","2425Q2","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6412","2425Q3","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6413","2425Q4","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6414","2526Q1","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6415","2526Q2","6",5883,NA,"","",0,0,1,"Parallel",48,1,"Medium","Mixed"
"6416","9900Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6417","9900Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6418","9900Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6419","0001Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6420","0001Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6421","0001Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6422","0001Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6423","0102Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6424","0102Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6425","0102Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6426","0102Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6427","0203Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6428","0203Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6429","0203Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6430","0203Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6431","0304Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6432","0304Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6433","0304Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6434","0304Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6435","0405Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6436","0405Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6437","0405Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6438","0405Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6439","0506Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6440","0506Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6441","0506Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6442","0506Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6443","0607Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6444","0607Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6445","0607Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6446","0607Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6447","0708Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6448","0708Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6449","0708Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6450","0708Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6451","0809Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6452","0809Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6453","0809Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6454","0809Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6455","0910Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6456","0910Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6457","0910Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6458","0910Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6459","1011Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6460","1011Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6461","1011Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6462","1011Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6463","1112Q1","7",10529,1,"ProtectedBikeLane","Painted bike lane",0,0,1,"Parallel",9,1,"High","Mixed"
"6464","1112Q2","7",10529,0,"ProtectedBikeLane","Pre-protected bike lane (no change)",0,0,1,"Parallel",9,1,"High","Mixed"
"6465","1112Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6466","1112Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6467","1213Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6468","1213Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6469","1213Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6470","1213Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6471","1314Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6472","1314Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6473","1314Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6474","1314Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6475","1415Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6476","1415Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6477","1415Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6478","1415Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6479","1516Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6480","1516Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6481","1516Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6482","1516Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6483","1617Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6484","1617Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6485","1617Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6486","1617Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6487","1718Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6488","1718Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6489","1718Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6490","1718Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6491","1819Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6492","1819Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6493","1819Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6494","1819Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6495","1920Q1","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6496","1920Q2","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6497","1920Q3","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6498","1920Q4","7",10529,NA,"","",0,0,1,"Parallel",9,1,"High","Mixed"
"6499","2021Q1","7",10529,NA,"","",1,1,1,"Parallel",9,1,"High","Mixed"
"6500","2021Q2","7",10529,0,"ProtectedBikeLane","Protected bike lane",1,1,0,"None",9,1,"High","Mixed"
"6501","2021Q3","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6502","2021Q4","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6503","2122Q1","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6504","2122Q2","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6505","2122Q3","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6506","2122Q4","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6507","2223Q1","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6508","2223Q2","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6509","2223Q3","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6510","2223Q4","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6511","2324Q1","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6512","2324Q2","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6513","2324Q3","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6514","2324Q4","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6515","2425Q1","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6516","2425Q2","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6517","2425Q3","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6518","2425Q4","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6519","2526Q1","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6520","2526Q2","7",10529,NA,"","",0,0,0,"None",9,1,"High","Mixed"
"6521","9900Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6522","9900Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6523","9900Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6524","0001Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6525","0001Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6526","0001Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6527","0001Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6528","0102Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6529","0102Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6530","0102Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6531","0102Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6532","0203Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6533","0203Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6534","0203Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6535","0203Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6536","0304Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6537","0304Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6538","0304Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6539","0304Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6540","0405Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6541","0405Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6542","0405Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6543","0405Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6544","0506Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6545","0506Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6546","0506Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6547","0506Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6548","0607Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6549","0607Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6550","0607Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6551","0607Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6552","0708Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6553","0708Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6554","0708Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6555","0708Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6556","0809Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6557","0809Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6558","0809Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6559","0809Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6560","0910Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6561","0910Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6562","0910Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6563","0910Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6564","1011Q1","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6565","1011Q2","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6566","1011Q3","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6567","1011Q4","7",10530,NA,"","",0,0,1,"Parallel",54,1,"High","Mixed"
"6568","1112Q1","7",10530,1,"ProtectedBikeLane","Protected bike lane ",0,0,1,"Parallel",54,1,"High","Mixed"
"6569","1112Q2","7",10530,0,"ProtectedBikeLane","Post-protected bike lane (no change)",0,0,1,"Parallel",42,1,"High","Mixed"
"6570","1112Q3","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6571","1112Q4","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6572","1213Q1","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6573","1213Q2","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6574","1213Q3","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6575","1213Q4","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6576","1314Q1","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6577","1314Q2","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6578","1314Q3","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6579","1314Q4","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6580","1415Q1","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6581","1415Q2","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6582","1415Q3","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6583","1415Q4","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6584","1516Q1","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6585","1516Q2","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6586","1516Q3","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6587","1516Q4","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6588","1617Q1","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6589","1617Q2","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6590","1617Q3","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6591","1617Q4","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6592","1718Q1","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6593","1718Q2","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6594","1718Q3","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6595","1718Q4","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6596","1819Q1","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6597","1819Q2","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6598","1819Q3","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6599","1819Q4","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6600","1920Q1","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6601","1920Q2","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6602","1920Q3","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6603","1920Q4","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6604","2021Q1","7",10530,NA,"","",0,0,1,"Parallel",42,1,"High","Mixed"
"6605","2021Q2","7",10530,0,"ProtectedBikeLane","Post-protected bike lane (no change)",0,0,1,"Parallel",34,1,"High","Mixed"
"6606","2021Q3","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6607","2021Q4","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6608","2122Q1","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6609","2122Q2","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6610","2122Q3","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6611","2122Q4","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6612","2223Q1","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6613","2223Q2","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6614","2223Q3","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6615","2223Q4","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6616","2324Q1","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6617","2324Q2","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6618","2324Q3","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6619","2324Q4","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6620","2425Q1","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6621","2425Q2","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6622","2425Q3","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6623","2425Q4","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6624","2526Q1","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6625","2526Q2","7",10530,NA,"","",0,0,1,"Parallel",34,1,"High","Mixed"
"6626","9900Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6627","9900Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6628","9900Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6629","0001Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6630","0001Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6631","0001Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6632","0001Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6633","0102Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6634","0102Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6635","0102Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6636","0102Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6637","0203Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6638","0203Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6639","0203Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6640","0203Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6641","0304Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6642","0304Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6643","0304Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6644","0304Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6645","0405Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6646","0405Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6647","0405Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6648","0405Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6649","0506Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6650","0506Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6651","0506Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6652","0506Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6653","0607Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6654","0607Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6655","0607Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6656","0607Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6657","0708Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6658","0708Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6659","0708Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6660","0708Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6661","0809Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6662","0809Q2","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6663","0809Q3","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6664","0809Q4","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
"6665","0910Q1","7",10531,NA,"","",0,0,1,"Parallel",38,1,"Medium","Mixed"
