"","QUARTER","SiteID","STREET_SEGMENT_ID","Baseline","InterventionType","InterventionSummary","is_under_construction","other_major_construction","StreetInScopeOnStreetParking","StreetInScopeParkingFormat","StreetInScopeOnStreetParkingCap","BufferOnStreetParking","BufferOnStreetParkingCapacity","BufferOnStreetParkingFormat"
"297","2021Q4","10",7326,NA,"","",1,1,1,"Mixed",80,1,"Low","Mixed"
"298","2122Q1","10",7326,0,"ProtectedBikeLane","Protected Bike Lane",1,1,1,"Parallel",39,1,"Low","Mixed"
"299","2122Q2","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"300","2122Q3","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"301","2122Q4","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"302","2223Q1","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"303","2223Q2","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"304","2223Q3","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"305","2223Q4","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"306","2324Q1","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"307","2324Q2","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"308","2324Q3","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"309","2324Q4","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"310","2425Q1","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"311","2425Q2","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"312","2425Q3","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"313","2425Q4","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"314","2526Q1","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"315","2526Q2","10",7326,NA,"","",0,0,1,"Parallel",39,1,"Low","Mixed"
"316","9900Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"317","9900Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"318","9900Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"319","0001Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"320","0001Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"321","0001Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"322","0001Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"323","0102Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"324","0102Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"325","0102Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"326","0102Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"327","0203Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"328","0203Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"329","0203Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"330","0203Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"331","0304Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"332","0304Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"333","0304Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"334","0304Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"335","0405Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"336","0405Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"337","0405Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"338","0405Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"339","0506Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"340","0506Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"341","0506Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"342","0506Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"343","0607Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"344","0607Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"345","0607Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"346","0607Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"347","0708Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"348","0708Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"349","0708Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"350","0708Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"351","0809Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"352","0809Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"353","0809Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"354","0809Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"355","0910Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"356","0910Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"357","0910Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"358","0910Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"359","1011Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"360","1011Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"361","1011Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"362","1011Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"363","1112Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"364","1112Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"365","1112Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"366","1112Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"367","1213Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"368","1213Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"369","1213Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"370","1213Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"371","1314Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"372","1314Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"373","1314Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"374","1314Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"375","1415Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"376","1415Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"377","1415Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"378","1415Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"379","1516Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"380","1516Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"381","1516Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"382","1516Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"383","1617Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"384","1617Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"385","1617Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"386","1617Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"387","1718Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"388","1718Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"389","1718Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"390","1718Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"391","1819Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"392","1819Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"393","1819Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"394","1819Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"395","1920Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"396","1920Q2","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"397","1920Q3","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"398","1920Q4","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"399","2021Q1","10",7327,NA,"","",0,0,1,"Mixed",62,1,"Low","Mixed"
"400","2021Q2","10",7327,1,"ProtectedBikeLane","Painted bike lane",1,1,1,"Mixed",62,1,"Low","Mixed"
"401","2021Q3","10",7327,NA,"","",1,1,1,"Mixed",62,1,"Low","Mixed"
"402","2021Q4","10",7327,NA,"","",1,1,1,"Mixed",62,1,"Low","Mixed"
"403","2122Q1","10",7327,0,"ProtectedBikeLane","Protected Bike Lane",1,1,1,"Parallel",11,1,"Low","Mixed"
"404","2122Q2","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"405","2122Q3","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"406","2122Q4","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"407","2223Q1","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"408","2223Q2","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"409","2223Q3","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"410","2223Q4","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"411","2324Q1","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"412","2324Q2","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"413","2324Q3","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"414","2324Q4","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"415","2425Q1","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"416","2425Q2","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"417","2425Q3","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"418","2425Q4","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"419","2526Q1","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"420","2526Q2","10",7327,NA,"","",0,0,1,"Parallel",11,1,"Low","Mixed"
"421","9900Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"422","9900Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"423","9900Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"424","0001Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"425","0001Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"426","0001Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"427","0001Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"428","0102Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"429","0102Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"430","0102Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"431","0102Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"432","0203Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"433","0203Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"434","0203Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"435","0203Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"436","0304Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"437","0304Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"438","0304Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"439","0304Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"440","0405Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"441","0405Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"442","0405Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"443","0405Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"444","0506Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"445","0506Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"446","0506Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"447","0506Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"448","0607Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"449","0607Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"450","0607Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"451","0607Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"452","0708Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"453","0708Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"454","0708Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"455","0708Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"456","0809Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"457","0809Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"458","0809Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"459","0809Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"460","0910Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"461","0910Q2","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"462","0910Q3","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"463","0910Q4","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"464","1011Q1","11",1753,NA,"","",0,0,1,"Parallel",24,1,"High","Mixed"
"465","1011Q2","11",1753,1,"ProtectedBikeLane","Painted bike lane",1,1,1,"Parallel",24,1,"High","Mixed"
"466","1011Q3","11",1753,NA,"","",1,1,1,"Parallel",24,1,"High","Mixed"
"467","1011Q4","11",1753,0,"ProtectedBikeLane","Protected Bike Lane",1,1,1,"Parallel",19,1,"High","Mixed"
"468","1112Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"469","1112Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"470","1112Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"471","1112Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"472","1213Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"473","1213Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"474","1213Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"475","1213Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"476","1314Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"477","1314Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"478","1314Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"479","1314Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"480","1415Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"481","1415Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"482","1415Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"483","1415Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"484","1516Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"485","1516Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"486","1516Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"487","1516Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"488","1617Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"489","1617Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"490","1617Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"491","1617Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"492","1718Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"493","1718Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"494","1718Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"495","1718Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"496","1819Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"497","1819Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"498","1819Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"499","1819Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"500","1920Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"501","1920Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"502","1920Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"503","1920Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"504","2021Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"505","2021Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"506","2021Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"507","2021Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"508","2122Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"509","2122Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"510","2122Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"511","2122Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"512","2223Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"513","2223Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"514","2223Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"515","2223Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"516","2324Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"517","2324Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"518","2324Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"519","2324Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"520","2425Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"521","2425Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"522","2425Q3","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"523","2425Q4","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"524","2526Q1","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"525","2526Q2","11",1753,NA,"","",0,0,1,"Parallel",19,1,"High","Mixed"
"526","9900Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"527","9900Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"528","9900Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"529","0001Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"530","0001Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"531","0001Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"532","0001Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"533","0102Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"534","0102Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"535","0102Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"536","0102Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"537","0203Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"538","0203Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"539","0203Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"540","0203Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"541","0304Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"542","0304Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"543","0304Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"544","0304Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"545","0405Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"546","0405Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"547","0405Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"548","0405Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"549","0506Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"550","0506Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"551","0506Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"552","0506Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"553","0607Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"554","0607Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"555","0607Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"556","0607Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"557","0708Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"558","0708Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"559","0708Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"560","0708Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"561","0809Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"562","0809Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"563","0809Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"564","0809Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"565","0910Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"566","0910Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"567","0910Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"568","0910Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"569","1011Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"570","1011Q2","11",1754,1,"ProtectedBikeLane","Protected Bike Lane",0,0,1,"Parallel",40,1,"High","Mixed"
"571","1011Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"572","1011Q4","11",1754,0,"ProtectedBikeLane","Post-protected bike lane (no change)",0,0,1,"Parallel",40,1,"High","Mixed"
"573","1112Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"574","1112Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"575","1112Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"576","1112Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"577","1213Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"578","1213Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"579","1213Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"580","1213Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"581","1314Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"582","1314Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"583","1314Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"584","1314Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"585","1415Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"586","1415Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"587","1415Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"588","1415Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"589","1516Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"590","1516Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"591","1516Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"592","1516Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"593","1617Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"594","1617Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"595","1617Q3","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"596","1617Q4","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"597","1718Q1","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
"598","1718Q2","11",1754,NA,"","",0,0,1,"Parallel",40,1,"High","Mixed"
